longitude,latitude,humidity
2.04986038278699,45.0498605451544,57.3809967041016
2.04986038278699,45.1498605448306,59.6539993286133
2.04986038278699,45.2498605445068,60.2644996643066
2.04986038278699,45.349860544183,59.9904975891113
2.04986038278699,45.4498605438593,60.461498260498
2.04986038278699,45.5498605435355,59.314998626709
2.04986038278699,45.6498605432117,60.836498260498
2.04986038278699,45.7498605428879,62.502498626709
2.04986038278699,45.8498605425641,63.1959991455078
2.04986038278699,45.9498605422403,63.6679992675781
2.04986038278699,46.0498605419166,64.8860015869141
2.04986038278699,46.1498605415928,64.8974990844727
2.04986038278699,46.249860541269,65.1839981079102
2.04986038278699,46.3498605409452,63.0954971313477
2.04986038278699,46.4498605406214,64.4495010375977
2.04986038278699,46.5498605402977,63.5610008239746
2.04986038278699,46.6498605399739,58.8675003051758
2.04986038278699,46.7498605396501,57.2319984436035
2.04986038278699,46.8498605393263,55.9964981079102
2.04986038278699,46.9498605390025,57.3724975585938
2.04986038278699,47.0498605386787,57.6204986572266
2.04986038278699,47.149860538355,58.3999977111816
2.04986038278699,47.2498605380312,62.4570007324219
2.04986038278699,47.3498605377074,65.6725006103516
2.04986038278699,47.4498605373836,66.6735000610352
2.04986038278699,47.5498605370598,68.0920028686523
2.04986038278699,47.649860536736,68.140998840332
2.04986038278699,47.7498605364123,66.5374984741211
2.04986038278699,47.8498605360885,66.1100006103516
2.04986038278699,47.9498605357647,63.5349998474121
2.04986038278699,48.0498605354409,60.5394973754883
2.04986038278699,48.1498605351171,60.6909980773926
2.04986038278699,48.2498605347933,60.1204986572266
2.04986038278699,48.3498605344696,61.5550003051758
2.04986038278699,48.4498605341458,61.6969985961914
2.04986038278699,48.549860533822,62.0885009765625
2.04986038278699,48.6498605334982,63.9305000305176
2.04986038278699,48.7498605331744,64.0015029907227
2.04986038278699,48.8498605328507,63.453498840332
2.04986038278699,48.9498605325269,64.5145034790039
2.04986038278699,49.0498605322031,67.7760009765625
2.04986038278699,49.1498605318793,68.8204956054688
2.04986038278699,49.2498605315555,68.2955017089844
2.04986038278699,49.3498605312317,67.3655014038086
2.04986038278699,49.449860530908,69.5309982299805
2.04986038278699,49.5498605305842,71.5094985961914
2.04986038278699,49.6498605302604,72.5149993896484
2.04986038278699,49.7498605299366,73.7985000610352
2.04986038278699,49.8498605296128,74.5189971923828
2.04986038278699,49.949860529289,74.6595001220703
2.04986038278699,50.0498605289653,74.3125
2.04986038278699,50.1498605286415,75.9085006713867
2.04986038278699,50.2498605283177,76.0589981079102
2.04986038278699,50.3498605279939,77.4010009765625
2.04986038278699,50.4498605276701,76.9809951782227
2.04986038278699,50.5498605273464,75.9589996337891
2.04986038278699,50.6498605270226,76.1565017700195
2.04986038278699,50.7498605266988,75.6549987792969
2.04986038278699,50.849860526375,75.9564971923828
2.04986038278699,50.9498605260512,74.5524978637695
2.14986038238694,45.0498605451544,59.3279991149902
2.14986038238694,45.1498605448306,59.9209976196289
2.14986038238694,45.2498605445068,61.8865013122559
2.14986038238694,45.349860544183,60.4254989624023
2.14986038238694,45.4498605438593,59.6860008239746
2.14986038238694,45.5498605435355,62.0885009765625
2.14986038238694,45.6498605432117,63.2430000305176
2.14986038238694,45.7498605428879,63.2514991760254
2.14986038238694,45.8498605425641,64.9544982910156
2.14986038238694,45.9498605422403,63.9674987792969
2.14986038238694,46.0498605419166,64.8355026245117
2.14986038238694,46.1498605415928,65.4649963378906
2.14986038238694,46.249860541269,64.6774978637695
2.14986038238694,46.3498605409452,65.0485000610352
2.14986038238694,46.4498605406214,65.2675018310547
2.14986038238694,46.5498605402977,62.7724990844727
2.14986038238694,46.6498605399739,60.6569976806641
2.14986038238694,46.7498605396501,58.0324974060059
